,SMILES
11335,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(OC(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)C1(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
11336,CC(=CCNC1=NC=NC2=C1NC=N2)CO
11337,OS(=O)(=O)NC1CCCCC1
11338,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC(O)=C(O)C=C3)O[C@H](CO[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@H]2OC(=O)\C=C\C5=CC(O)=C(O)C=C5)[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]1O
11339,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
11340,[H]OC(=O)C([H])([H])C([H])([H])C1([H])N(C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C([H])(N([H])C(=O)C([H])(N(C(=O)C([H])(N(C(=O)C([H])([H])N([H])C(=O)C3([H])N(C(=O)C([H])(N([H])C(=O)C([H])(OC1=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
11341,O=C(C1=CC=CC=C1N23)N[C@@H](C)C2=NC4=C(C=CC=C4)C3=O
11342,CC(CCC1(O)OC2CC3C4CCC5CC(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)C(O)CC5(C)C4CCC3(C)C2C1C)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O
11343,COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NCCc5ccc(OC)c(OC)c5)C(=O)[C@@]43C)c2c1
11344,COC1=CC2=CC=CN=C2C(NC(C)CCCNC(C)=O)=C1
11345,CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C
11346,COc1cc(NC(C)CCCN)c2ncccc2c1.OP(=O)(O)O
11347,CCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC[N+1](C)(C)C
11348,OCC(O1)C(O)C(O)C(O)C1Oc(c3)c([o+1]c(c4)c(c(O)cc(O)4)3)c(c2)cc(O)c(O)c2
11349,N1=CN=C2C(=C1C3=CN(N=C3)[C@@H](CC#N)C4CCCC4)C=CN2
11350,COC1=C(O)C(OC)=C2OC(=CC(=O)C2=C1O)C3=CC(O)=C(O)C=C3
11351,Oc(c34)c(c1c(O)c3c(c(c(OC)5)c(ccc5)c4=O)=O)C[C@](C(C)=O)(C[C@@H]1OC(C2)O[C@@H](C)[C@@H](O)[C@@H](N)2)O
11352,CC(C)=CCC\C(C)=C\CCC1(C)OC2=C(CC1O)C(=CC3=C2CN(C(CCC(O)=O)C(O)=O)C3=O)O
11353,COC(C1=CO[C@H]([C@@H]([C@]1([H])C[C@H]2N(CCC3=C2NC4=C3C=CC=C4)C)C=C)O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)CO)=O
11354,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
11355,CCCCCC(O)=O
11356,COC1=CC(/C=C/C2=CC(O)=C(C(O)=C2)C/C=C(C)\C)=CC3=C1OC4(CCC(C(C)(C4C3)C)O)C
11357,CN1CCN2C(C1)c3ccccc3Cc4cccnc24
11358,CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
11359,OC[C@H]1O[C@@H](OC2=C(O)C=C(C=C2)C3=C(O)C(=O)C4=C(O3)C=C(O)C=C4O)[C@H](O)[C@@H](O)[C@@H]1O
11360,C[C@@]1(CO)[C@H](O)CC[C@]2(C)[C@@H]1CCC(=C)[C@H]2\C=C\C3=C\COC3=O
11361,CCSCC1=CC=CC=C1OC(=O)NC
11362,C[C@H]1C[C@@]2(O)[C@]([C@@H](OC(C)=O)[C@@]([C@H](OC(C)=O)C=CC3C(C)=C)(CO4)[C@]3([H])[C@]4(C)[C@H]2OC(C5=CC=CC=C5)=O)([H])[C@H]1OC(CC)=O
11363,COc1cccc(OC)c1C(=O)NC(=S)N2C[C@H]3C[C@H](C2)c4cccc(=O)n4C3
11364,COc1ccc2c(C)c(CC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)c(=O)oc2c1OC
11365,c1(S(Nc2ccccn2)(=O)=O)ccc(N)cc1
11366,CSC[C@@H](O1)[C@@H](O)[C@@H](O)[C@@H]1n(c3)c(n2)c(n3)c(N)nc2
11367,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2
11368,O=C(O)c1c(ncc(c1)COC)/C2=N/C(C(=O)N2)(C(C)C)C
11369,C[C@H]1C[C@]2(O)[C@@H](OC(C)=O)[C@H](C)\C=C\C(C)(C)C(=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C(=C)[C@H](OC(C)=O)[C@H]2[C@H]1OC(=O)C3=CC=CC=C3
11370,OC(=O)C([H])(C1)NCCC1
11371,O[C@@H](CCC1=CC=CC=C1)CC(=O)CCC2=CC=CC=C2
11372,C#CCN(C)Cc(c1)cccc1
11373,Cn1cnc2[nH]c(=O)n(C)c(=O)c12
11374,O[C@@H]1C[C@@](C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@@H]1O)(OC(=O)\C=C\C3=CC(O)=C(O)C=C3)C(O)=O
11375,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
11376,CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)N3CCC(CC3)(C(=O)O)c4ccccc4)c12
11377,C[C@H](Cc1ccccc1)N(C)CC#C
11378,C1C(OCC2=C1N=C3COC(CC3=N2)CO)CO
11379,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(CC1)C(=O)N[C@@H](C)C(=O)NC(C)c2ccccc2
11380,COc1ccc(CNC(=O)COc2cc3OC(C)(C)CCc3c4oc(=O)cc(C)c24)cc1OC
11381,COC1=C(O)C=CC2=C1OC3=CC(O)=C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(O)=C3C2=O
11382,CC(=CCc1c(O)c(CC=C(C)C)c2occ(c3ccc(O)cc3)c(=O)c2c1O)C
11383,C[C@@H](O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)/C=C/[C@@]3(O)[C@H](C)CC(=O)CC3(C)C
11384,CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1
11385,CC(=CCCC1(C)Oc2c(C)cc3c4ccc(O)cc4[nH]c3c2C=C1)C
11386,COC1=CC2=C(C(OC)=C1OC)C3=C(OC)C(OC)=C(OC)C=C3C[C@H](C)[C@H](C)C2
11387,CN1CCc2cc(O)cc-3c2[C@H]1Cc4ccc(O)c(O)c43.Br
11388,CC(COc1ccccc1Cc2ccccc2)N3CCCCC3
11389,CO[C@@H]1CC(O[C@H](C)[C@@H]1O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)OC4CCC5(C)C(CCC67CCC(\C8=C\C(=O)OC8)C(C)(CCC56)C7=O)C4
11390,C[NH2+][C@@H](Cc1c[nH]c2cccc(CC=C(C)C)c12)C([O-])=O
11391,O=C1C[C@]2(C)C(CC[C@]3(C[C@@]4(COC(C(O)5[H])OC(CO)C(O)C5O)O)C2[C@@H](O)C[C@@H]4C3)C6=C1OC=C6
11392,CC(O)C(CCCCCCCCCCCCCCCCC(O)=O)OC1OC(CO)C(O)C(O)C1O
11393,CC[C@]1(O)C[C@@H]2CN(C1)CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@@H]7[C@@]86CCN9CC=C[C@](CC)([C@H]98)[C@@H](OC(=O)C)[C@]7(O)C(=O)OC.OS(=O)(=O)O
11394,C[C@@]([C@@H]1[C@@H](O2)C(C(OC(C)=O)C[C@]3(OC(C)=O)C)=C(COC(C)=O)C2=O)(O1)CCC3=O
11395,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C.Cl
11396,C[C@H]([C@@H]([C@@H](C)[C@H]([C@@H](C)CCC([C@H](C)[C@H](OC)[C@H](C)/C=C/N(C([H])=O)C)=O)O)OC(/C=C/C(C)=C/[C@@H]1O)=O)[C@H](OC)C[C@@H]([C@H](CO)[C@H](C[C@H]2O[C@H](C[C@H]1OC)C=CC2)OC)OC
11397,COC1=CC(CC(C)C(C)CC2=CC(O)=C(O)C=C2)=CC=C1O
11398,CC(=O)C1=C(O)C=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1O
11399,CCOc1ccc(NC(=O)CCNC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)cc1
11400,CC1CC2(O)OC(=O)C/3=C2/C(CCC3)[C@@]14C[C@H](OC4=O)C5=COC=C5
11401,CC(=O)[C@@H]1C[C@@H](CC[C@@]2(CO)OC(=O)C[C@@H]12)C(C)(C)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
11402,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C)C(=O)C
11403,CN(C)C(=N)NC(N)=N
11404,CC(C=C)(C)C1=C(C[C@@H]2NC([C@H](CC3=CN(C(C)(C)C=C)C4=C3C=CC=C4)NC2=O)=O)C5=CC=CC=C5N1
11405,C1=CC=C2C(=C1)C(=CN2)C3=NC=CS3
11406,Cc1ccccc1C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCN7CCOCC7
11407,CC1=NC=C(N1CCO)[N+]([O-])=O
11408,NC1=NC2=C(N=C(C=N2)C(O)C(O)CO)C(=O)N1
11409,C(CC(=O)C(=O)O)CC(=O)O
11410,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12
11411,C12=C(NC(=O)N1)NC(=O)NC2=O
11412,CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c4c(O)c(C=NN5CCN(C)CC5)c(NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)C)c(O)c4c(O)c3C
11413,NC(=O)NN
11414,OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)cc(O)c3c(=O)cc(oc23)c4ccc(O)cc4
11415,C=C([C@@H]1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(/C(C)=C/C)=O)C(C(C)(C)/C=C/[C@@H](C)C([C@]2(OC(C)=O)[C@]1([H])[C@@H](OC(C)=O)[C@](C)(O)C2)=O)=O
11416,C1=CC=NC(=C1)N(CCOC2=CC=C(C=C2)CC3SC(NC3=O)=O)C
11417,CC(=O)c1ccc(NC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)cc1
11418,CC(C)NC[C@H](O)COc1ccc(CC(=O)N)cc1
11419,CCc1ccccc1NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4c3ccc(OC)c4OC
11420,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3.O[N+](=O)[O-]
11421,O(C([C@@H](C1=CC=CC=C1)CO)=O)[C@H]2(C[C@]3([C@]4([C@]([C@](N3C)(C2)[H])([H])O4)[H])[H]).Br
11422,OC[C@@H](O1)[C@@H](O)[C@@H](O)[C@@H]1n(c3)c(N=2)c(n3)C(=O)NC(N)2
11423,Oc(c2)cc(O1)c(c2)C(C)=CC(=O)1
11424,CCCc1nc(C)c2c(O)nc(nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4
11425,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1
11426,C1(=CC=C2C(=C1)N=C(N2[Na])S(CC3=NC=C(C(=C3C)OC)C)=O)OC
11427,CC(Cc1ccccc1)(NC(=O)CN)c2ccccc2
11428,CC[C@]1(O)C[C@@H]2CN(C1)CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@@H]7[C@@]86CCN9CC=C[C@](CC)([C@H]98)[C@@H](OC(=O)C)[C@]7(O)C(=O)OC
11429,Brc1cccc(c1)c2[nH]c(cc3c4ccccc4nc23)C(=O)NCC5CCCO5
11430,COC(=O)C(NC(=O)C1=C(O)C(NC=O)=CC=C1)C(C)O
11431,OC1=CC(O)=C(C(C(OC2C(OC3C(O)C(O)C(O)C(C)O3)C(O)C(O)C(CO)O2)=C4C5=CC(O)=C(O)C(O)=C5)=O)C(O4)=C1
11432,COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1
11433,C[C@@H]1[C@@H]2CC\C(=C3/[C@@H]([C@H]2OC1=O)\C(=C/C3=O)CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C
11434,COC1CC(OC(C)C1OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@]67CC[C@H](\C8=C\C(=O)OC8)[C@@](C)(CCC56)C7=O)C4
11435,CN(C)C(=O)Oc(c1)cc(cc1)[N+1](C)(C)C
11436,COc1c2OCOc2cc(CCN(C)C(=O)c3ccccc3)c1/C=C\4/C(=O)NC(=O)N(C)C4=O
11437,Oc1c2ccoc2cc3oc(=O)ccc13
11438,CCC/C=C/C(=O)O[C@H]1CC(C)(C)CC2[C@@]34CCC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O[C@@H]%10OC[C@](O)(CO)[C@H]%10O)[C@H]7O[C@@H]%11O[C@H](CO)[C@H](O)[C@H](O)[C@H]%11O)C(O)=O)C(C)(C)C6CC[C@@]5(C)[C@]3(C)C[C@@H](O)[C@@]12[C@H](O)O4
11439,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
11440,C1=C(C(=CC=C1Cl)C(OCC2C=CSC=2Cl)CN3C=CN=C3)Cl
11441,N[C@@H](CCC(=O)N[C@@H](CSSCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=O
11442,CC(=O)OCC1(O)C2CCC(=C)C3CC(O)C(=C)C3C2OC1=O
11443,CC(=O)OC[C@H]1O[C@@H](OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(O)=CC(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
11444,COc(c3)c(=O)cc(c(=O)3)C(C1)Cc(c2)c(cc(O)c2)O1
11445,CC(C)CC(C(=O)O)N
11446,OC(=O)C(Cc1ccc(Cl)cc1)NC(=O)COc2ccc3ccc(=O)oc3c2
11447,COC1=CC2=C(C3C(O2)C3(C)C)C4=C1C(=O)CC(O4)C5=CC=CC=C5
11448,C[C@@H]1[C@@H]2[C@@H](O)C[C@@](C)(C=C)C([C@H]2OC1=O)\C(C)=C\O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
11449,Cc1coc2c(C)c3oc(=O)c(CCC(=O)NCCCN4CCOCC4)c(C)c3cc12
11450,CCCCc1cc(=O)oc2cc(OC(C)C(=O)NC[C@H]3CC[C@@H](CC3)C(=O)O)ccc12
11451,O(C1O)C(C(OC(O2)C(C(OC(O3)C(OC(O4)C(C(C(C4CO)O)O)O)C(C(C3CO)O)O)C(C2CO)O)O)C(C1NC(C)=O)O)CO
11452,CC(=C)[C@@H]1CC[C@](C)(O)[C@H](C1)OC(=O)C2=CC=CC=C2
11453,O=C(NCCCNCCCCNC(/C=C/C1=CC=C(O)C=C1)=O)/C=C/C2=CC=C(O)C=C2
11454,CC(C)CCCCCCCC(=O)OC[C@H]1O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
11455,CN(C)C(=N)N=C(N)N
11456,C1C2C(C(C(O2)N3C=CC(=NC3=O)N)O)OP(=O)(O1)O
11457,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F
11458,COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C
11459,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
11460,NCC(=O)CCC(O)=O
11461,CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O
11462,Cc1c(CCC(=O)NCCCN2CCCC2=O)c(=O)oc3cc(O)ccc13
11463,ON(=O)c(c([H])1)c([H])c(Oc(c([H])2)c([H])c([H])c([H])c([H])2)c(c([H])1)N([H])S(=O)(=O)C([H])([H])[H]
11464,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
11465,CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)C(C)C)C)O
11466,CC(C)(O)C1=CC2=C3OC(=O)C=CC3=CC=C2O1
11467,C1C(NC(=O)NC1=O)C(=O)O
11468,OS(=O)(=O)c1ccc(cc1)C(CCC)CCCCCC
11469,OC(C4)CC([H])(C3)C(C)(C4)C(C2)C(C3)C(C1)C(C)(C2)C(O)C1
11470,CN(C)CCC(c1ccccc1)c2ccccn2.OC(=O)/C=C\C(=O)O
11471,O=C(N1CCC[C@H]1C(=O)N(C)[C@@H](C(=O)N[C@@H]3C(=O)N[C@@H]([C@@H](O)CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C(=O)O[C@@H]3C)Cc4ccc(OC)cc4)CC(C)C)C)C(C)C)[C@@H](C)CC)CC(C)C)[C@@H](O)C
11472,CCCn1cnc2c1c(=O)n(c(=O)n2C)C
11473,CC(Oc1ccc2c(cc(=O)oc2c1)c3ccccc3)C(=O)NCC4CCC(CC4)C(=O)O
11474,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)N([H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]
11475,COC(=O)c1cc(O)cc(OC)c1C(=O)c2c(O)cc(C)cc2O
11476,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]3CO[C@@H](O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5CC[C@]78OC[C@@]9(CC[C@](C)(CO)CC79)[C@H](O)C[C@@]68C)C4(C)C)[C@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H]3O)[C@H](O)[C@H](O)[C@H]1O
11477,[H]OC([H])(C([H])(N([H])C(=O)C([H])(N([H])C(=O)C1([H])N(C(=O)C(\[H])=C(/[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H])C(=O)N([H])C(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C(C(=O)N([H])C(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
11478,CC1(CCC(O)=O)C2C3CC4CC2(\C=C/C1=O)C(O)C4(C)O3
11479,CC(=C)[C@@H]1CC[C@@]2(CC[C@@]3([C@H](CCC4[C@@]5(C)CCC(=O)C(C)(C)C5CC[C@@]34C)C12)C(O)=O)C(O)=O
11480,Clc1cc(c(F)c(Cl)c1F)NC(=O)NC(=O)c2c(F)cccc2F
11481,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(C)=O)[C@H]1OP(O)(O)=O
11482,CC(C)C1(O)NC(=O)C(CC2(O)C3NC(C)(C)C(=O)N3C4=C2C=CC=C4)N\5C(=O)C6=CC=CC=C6\N=C15
11483,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
11484,C1=CC(=CC(=C1NS(=O)(=O)C)OC2=CC=CC=C2)[N+](=O)[O-]
11486,CN([C@H]1CCCC[C@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3.OC(C(O)C(=O)O)C(=O)O
11487,CC[C@H]/1CC[C@H]2O[C@]3(O[C@H](C[C@H](C)O)[C@H](C)CC3=O)[C@H](C)[C@@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)C(O)[C@@H](C)C(=O)[C@@](C)(O)C(O)[C@@H](C)C\C=C\C=C1)[C@H]2C
11488,C[C@@H](O)C(O)=O
11489,C[C@@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=C(O3)C5=CC=C(O)C=C5)[C@H](O)[C@H](O)[C@H]1O
11490,O=C(C(O)=O)CC1=CNC2=CC=CC=C21
11491,CCN(CC)CCOc1ccc(cc1)/C(=C(/Cl)\c2ccccc2)/c3ccccc3
11492,O=C1C2=C(C=C(C=C2OC(C3=CC=C(C(O)=C3)O)=C1)O)O
11493,CC1OC(OCC2OC(OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC=C(O)C=C5)C(OC6OC(C)C(O)C(O)C6O)C(O)C2O)C(O)C(O)C1O
11494,CC(=O)N(O)CCCCCNC(=O)CC(O)(CC(=O)NCCCCCN(O)C(C)=O)C(O)=O
11495,[C@]12(CC[C@@](N1C)(C[C@H](C2)SCC(O[C@@H]3C[C@]([C@H]([C@@H]([C@]45[C@]([C@@]3(C)[C@H](CC4)C)(C(CC5)=O)[H])C)O)(C)C=C)=O)[H])[H]
11496,C[C@@H](CC[C@H]1[C@](C)(O)CCC2C(C)(C)CCC[C@]12C)CC(O)=O
11497,C(O4)(C=C(C34C)C(CC(C3)O)(C)C)C(C)=CC=CC(=CC=CC=C(C=CC=C(C=CC(O2)(C2(C)1)C(CC(C1)O)(C)C)C)C)C
11498,OC(C1O)C(O)C(Oc(c6)cc(c5c(O)6)OC(=C(C5=O)OC(C(O)3)OC(C)C(OC(O4)C(C(O)C(C4C)O)O)C3O)c(c2)ccc(O)c2)OC1C
11499,CC(C)=CCC1=C(O)C=CC(=C1)C2CC(=O)C3=C(O)C=C(O)C=C3O2
11500,C(C1C(C(C(O1)(CO)O)O)O)O
11501,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O
11502,[H]C([H])=C([H])C([H])([H])[C@@]1([H])OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(N(C(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)[C@@]2([H])N(C1=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
11503,CN(C)CCOC(c1ccc(Cl)cc1)c2ccccn2.OC(=O)/C=C/C(=O)O
11504,O=C1OC(C)(C)[C@@H](CC2=CC=CC=C2)N1C(C(C)(C)[C@H](O)CCCC#C)=O
11505,CN(C)C
11506,C[C@@H]1C[C@@H](O)[C@@]23CO[C@]2(CO)CCC[C@@H]3[C@@]14C[C@H](OC4=O)C5=COC=C5
11507,O[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1COP(O)(O)=O
11508,[H]N(C(=O)C([H])([H])[H])C1([H])C(=O)N([H])C([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)O[C@]1([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
11509,Cc1c(C)c2c(OCC(=O)N3CCC(CC3)C(=O)O)cc4OC(C)(C)CCc4c2oc1=O
11510,COc1c(OC[C@@H](O)C(C)(C)O)ccc2c(OC)c3ccoc3nc12
11511,OC[C@H]1O[C@@H](O[C@H](CCCCC2=CC(O)=C(O)C=C2)CCC3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]1O
11512,O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O
11513,CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC=C(C3=O)C4=CC(=C(C=C4)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
11514,C1(=C(C=C2C(=C1)[C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H](CC4)O)C)[H])[H])[H])O)OC
11515,Clc1ncc(cc1)CN(\C(=N\C#N)C)C
11516,c1(c(c(c(Cl)c(n1)F)N)Cl)OCC(O)=O
